Wk,Year,Home,Away,Outcome,off_rank.x,games.x.x,pts.x,p_comp.x,p_att.x,comp_pct.x,p_yds.x,p_td.x,r_att.x,r_yds.x,r_avg.x,r_td.x,ttl_off_plays.x,ttl_off_yds.x,ttl_off_avg.x,pass_fd.x,rush_fd.x,pen_fd.x,ttl_fd.x,pen.x,pen_yds.x,fum.x,int.x,turnover.x,def_rank.x,games.y.x,opp_pts.x,opp_p_comp.x,opp_p_att.x,opp_comp_pct.x,opp_p_yds.x,opp_p_td.x,opp_r_att.x,opp_r_yds.x,opp_r_avg.x,opp_r_td.x,opp_ttl_off_plays.x,opp_ttl_off_yds.x,opp_ttl_off_avg.x,opp_pass_fd.x,opp_rush_fd.x,opp_pen_fd.x,opp_ttl_fd.x,def_pen.x,def_pen_yds.x,opp_fum.x,opp_int.x,opp_turnover.x,off_rank.y,games.x.y,pts.y,p_comp.y,p_att.y,comp_pct.y,p_yds.y,p_td.y,r_att.y,r_yds.y,r_avg.y,r_td.y,ttl_off_plays.y,ttl_off_yds.y,ttl_off_avg.y,pass_fd.y,rush_fd.y,pen_fd.y,ttl_fd.y,pen.y,pen_yds.y,fum.y,int.y,turnover.y,def_rank.y,games.y.y,opp_pts.y,opp_p_comp.y,opp_p_att.y,opp_comp_pct.y,opp_p_yds.y,opp_p_td.y,opp_r_att.y,opp_r_yds.y,opp_r_avg.y,opp_r_td.y,opp_ttl_off_plays.y,opp_ttl_off_yds.y,opp_ttl_off_avg.y,opp_pass_fd.y,opp_rush_fd.y,opp_pen_fd.y,opp_ttl_fd.y,def_pen.y,def_pen_yds.y,opp_fum.y,opp_int.y,opp_turnover.y
1,2013,Texas,New Mexico State,1,64,13,29.3,18.9,33.2,57.1,212.5,1.4,44.2,196.2,4.4,1.9,77.3,408.7,5.3,8.8,9.9,2.3,21.0,5.2,45.9,0.5,1.2,1.7,56,13,25.8,18.3,32.2,56.8,224.2,1.0,42.1,183.1,4.4,1.6,74.3,407.2,5.5,9.8,10.1,1.2,21.2,7.6,68.0,1.2,0.8,2.0,110,11,19.7,21.9,34.2,64.1,240.9,1.5,36.3,135.6,3.7,1.1,70.5,376.5,5.3,10.5,7.5,0.9,19.0,4.0,35.9,1.1,1.0,2.1,124,11,46.0,16.8,26.3,64.0,233.8,1.6,45.5,313.5,6.9,4.0,71.7,547.3,7.6,9.5,14.2,0.8,24.5,5.1,50.0,0.8,0.8,1.6
1,2013,Texas A&M,Rice,1,5,13,44.2,26.1,37.6,69.3,353.3,3.1,35.8,185.1,5.2,2.5,73.4,538.4,7.3,15.7,10.4,1.3,27.4,6.2,53.1,0.6,1.0,1.6,96,13,32.2,19.2,33.5,57.3,253.5,2.4,41.3,222.3,5.4,1.8,74.8,475.8,6.4,10.8,11.3,1.3,23.4,6.5,51.9,0.4,1.3,1.7,61,14,29.6,12.6,24.8,51.0,178.2,1.4,49.9,227.4,4.6,2.2,74.7,405.6,5.4,7.6,12.6,1.3,21.6,5.3,45.3,0.7,0.6,1.4,42,14,24.4,15.2,29.4,51.7,202.7,1.5,38.9,161.4,4.1,1.4,68.4,364.1,5.3,8.1,8.4,1.1,17.6,4.7,40.3,0.9,1.0,1.9
1,2013,Southern Mississippi,Texas State,0,119,12,17.1,20.8,40.4,51.3,242.6,1.6,27.9,72.9,2.6,0.4,68.3,315.5,4.6,10.6,4.5,2.3,17.4,5.6,42.3,1.0,2.2,3.2,119,12,41.9,17.7,27.0,65.4,210.9,2.0,47.2,225.3,4.8,3.2,74.2,436.2,5.9,10.9,11.3,1.8,24.0,5.2,53.4,1.1,0.5,1.6,93,12,23.9,13.8,25.2,55.0,154.8,0.9,39.2,172.2,4.4,1.8,64.3,326.9,5.1,6.8,8.3,1.1,16.1,7.3,63.7,0.5,0.9,1.4,70,12,27.3,22.6,37.9,59.6,249.3,1.5,35.4,147.4,4.2,1.7,73.3,396.7,5.4,10.1,7.8,1.3,19.2,6.3,49.8,0.7,0.9,1.6
1,2013,New Mexico,UTSA,0,41,12,32.8,7.5,14.8,50.8,113.8,0.8,50.3,308.8,6.1,3.3,65.1,422.6,6.5,4.4,15.3,0.4,20.1,3.7,32.3,0.8,0.4,1.2,120,12,42.8,19.0,28.1,67.7,259.4,2.5,41.5,256.8,6.2,3.3,69.6,516.2,7.4,10.3,13.4,0.8,24.4,3.8,27.9,0.5,0.3,0.8,86,12,25.6,21.6,34.3,62.9,242.4,1.1,35.4,174.9,4.9,1.9,69.8,417.3,6.0,11.6,9.0,1.3,21.9,6.3,55.5,0.7,1.1,1.8,62,12,26.3,20.1,34.3,58.5,233.3,1.7,35.8,143.1,4.0,1.3,70.1,376.3,5.4,10.8,8.8,2.0,21.6,5.7,44.3,0.5,0.7,1.2
1,2013,Troy,UAB,1,32,12,34.1,27.1,40.3,67.3,322.3,2.3,36.4,141.0,3.9,1.9,76.7,463.3,6.0,12.6,9.2,1.2,22.9,7.3,74.6,0.8,0.8,1.5,108,12,35.9,19.2,33.1,57.9,313.6,2.3,39.4,170.1,4.3,2.3,72.5,483.7,6.7,11.5,9.4,2.1,23.0,6.8,56.0,0.4,0.5,0.9,80,12,26.3,15.4,29.4,52.4,214.8,1.6,38.0,178.6,4.7,1.4,67.4,393.4,5.8,9.2,9.6,1.3,20.0,6.0,48.8,0.9,0.8,1.7,121,12,43.8,19.3,29.6,65.4,276.5,2.7,39.5,221.3,5.6,2.9,69.1,497.8,7.2,11.1,11.2,2.3,24.6,4.8,43.3,0.6,0.6,1.2
1,2013,UCLA,Nevada,1,20,13,36.9,20.4,30.2,67.6,251.5,1.9,43.5,196.6,4.5,2.8,73.7,448.1,6.1,11.2,10.4,1.8,23.3,8.1,73.5,0.5,0.7,1.2,35,13,23.2,20.5,33.5,61.0,217.7,1.2,42.6,169.4,4.0,1.5,76.2,387.1,5.1,10.7,9.5,2.4,22.5,6.3,57.2,0.9,1.1,2.0,75,12,26.9,22.8,34.5,66.2,247.3,1.4,46.7,181.9,3.9,1.9,81.2,429.3,5.3,12.0,9.6,1.6,23.2,5.8,46.1,0.5,0.4,0.9,103,12,34.4,21.3,31.7,67.1,246.8,1.6,39.3,258.5,6.6,2.8,71.0,505.3,7.1,11.1,11.4,1.0,23.5,6.4,58.3,0.7,0.8,1.5
1,2013,Virginia,Brigham Young,1,109,12,19.8,23.1,42.2,54.7,211.8,0.8,40.8,156.6,3.8,1.5,82.9,368.4,4.4,11.8,7.7,1.6,21.1,6.8,54.9,0.8,1.4,2.2,100,12,33.3,16.3,32.2,50.5,232.9,1.6,39.2,170.7,4.4,2.3,71.3,403.6,5.7,9.0,8.2,1.7,18.8,6.8,59.0,0.9,0.8,1.8,69,12,27.8,18.8,35.3,53.1,232.1,1.4,51.5,254.5,4.9,1.6,86.8,486.6,5.6,11.3,12.3,1.6,25.3,7.8,66.3,0.6,0.9,1.5,28,12,22.8,21.2,36.1,58.7,226.5,1.5,41.4,160.0,3.9,0.9,77.5,386.5,5.0,10.5,7.7,1.9,20.0,5.7,43.0,0.7,1.0,1.7
1,2013,Washington,Boise State,1,18,13,37.9,20.8,31.8,65.4,260.4,1.9,46.9,238.9,5.1,2.7,78.7,499.3,6.3,11.4,12.0,1.2,24.5,8.1,71.7,0.6,0.6,1.2,30,13,22.8,21.5,39.0,55.0,227.2,1.2,39.1,161.3,4.1,1.5,78.1,388.5,5.0,11.0,8.8,1.8,21.5,5.3,47.5,0.5,1.2,1.8,19,13,37.5,25.3,35.8,70.6,277.7,2.2,43.3,198.3,4.6,2.5,79.2,476.0,6.0,13.2,10.4,1.6,25.2,4.2,38.0,1.0,0.8,1.8,48,13,24.8,22.6,35.0,64.6,249.2,1.3,43.6,163.8,3.8,1.5,78.6,413.0,5.3,11.5,9.8,1.3,23.4,5.7,47.5,0.8,1.2,2.1
1,2013,Western Kentucky,Kentucky,1,53,12,30.8,22.2,33.9,65.4,261.5,1.3,39.0,197.0,5.1,2.6,72.9,458.5,6.3,11.8,10.8,1.3,23.9,6.2,46.6,1.3,1.3,2.6,45,12,24.6,15.1,26.0,58.0,177.9,0.8,37.6,161.3,4.3,2.0,63.6,339.2,5.3,6.6,8.9,1.3,17.5,6.3,64.8,0.6,1.2,1.8,107,12,20.5,17.0,28.6,59.5,193.4,1.2,35.9,147.9,4.1,1.3,64.5,341.3,5.3,7.8,8.3,1.6,17.7,5.8,49.4,0.8,0.5,1.3,90,12,31.2,18.4,28.0,65.8,229.8,1.8,40.3,197.3,4.9,2.2,68.3,427.2,6.3,9.8,10.2,1.4,21.3,5.9,50.3,1.0,0.3,1.3
1,2013,Wisconsin,Massachusetts,1,29,13,34.8,16.7,27.3,61.1,197.1,1.7,42.8,283.8,6.6,2.7,70.2,480.8,6.9,8.9,12.6,0.5,22.0,4.2,37.2,0.3,1.2,1.5,6,13,16.3,17.5,32.7,53.4,202.5,1.2,31.8,102.5,3.2,0.6,64.5,305.1,4.7,8.7,5.8,1.5,16.1,5.1,32.1,0.8,0.7,1.5,123,12,11.7,14.8,28.3,52.2,156.4,0.8,37.3,125.2,3.4,0.4,65.6,281.6,4.3,7.4,6.7,1.1,15.2,5.0,43.3,0.7,1.5,2.2,98,12,33.0,15.8,25.7,61.4,217.8,1.8,40.0,215.5,5.4,1.9,65.7,433.3,6.6,9.7,10.4,1.2,21.3,4.7,41.2,0.9,0.7,1.6
1,2013,Colorado,Colorado State,1,94,11,23.8,20.0,35.5,56.4,253.7,1.8,35.5,112.0,3.2,0.5,70.9,365.7,5.2,11.0,6.3,2.2,19.5,4.5,39.6,0.9,1.4,2.3,118,11,40.8,21.8,36.7,59.4,278.7,2.1,41.9,214.0,5.1,2.8,78.6,492.7,6.3,12.5,10.1,1.0,23.6,5.3,50.3,0.9,0.8,1.7,21,14,36.2,21.3,34.3,62.1,266.4,1.7,40.8,204.4,5.0,2.6,75.1,470.8,6.3,10.8,11.1,1.0,22.9,5.4,52.7,0.6,0.8,1.4,80,14,29.8,22.1,35.1,63.0,275.7,2.4,37.1,140.4,3.8,1.1,72.2,416.1,5.8,12.1,6.8,1.7,20.6,4.7,39.2,0.9,0.7,1.6
1,2013,Louisville,Ohio,1,25,13,35.2,23.9,33.8,70.8,314.0,2.5,35.0,146.8,4.2,1.4,68.8,460.8,6.7,15.0,7.7,0.7,23.4,7.1,64.3,0.5,0.3,0.8,2,13,12.2,14.5,28.7,50.7,170.8,0.6,31.2,80.9,2.6,0.8,59.9,251.7,4.2,7.2,5.4,1.5,14.1,3.3,30.5,0.8,1.2,2.1,73,13,27.4,19.7,32.7,60.2,245.4,1.7,35.5,134.0,3.8,1.2,68.2,379.4,5.6,10.8,6.8,2.0,19.6,5.7,54.8,0.8,1.0,1.8,72,13,27.5,17.6,29.9,58.9,217.9,1.8,40.7,187.9,4.6,1.6,70.6,405.8,5.7,10.2,8.5,1.8,20.5,7.6,70.2,0.6,1.1,1.7
1,2013,Pitt,Florida State,0,85,12,25.6,19.4,31.9,60.8,247.5,1.7,33.9,114.0,3.4,1.3,65.8,361.5,5.5,11.1,7.3,1.0,19.3,5.4,41.1,0.7,0.8,1.4,71,12,27.4,16.2,27.8,58.3,210.8,1.5,38.3,153.7,4.0,1.5,66.0,364.4,5.5,8.7,8.3,1.2,18.2,4.8,45.2,0.7,0.6,1.3,2,14,51.6,20.6,31.6,65.2,315.9,3.0,36.1,203.1,5.6,3.0,67.6,519.1,7.7,13.9,9.9,1.8,25.6,5.6,49.6,0.4,0.9,1.3,1,14,12.1,15.9,30.5,52.0,156.6,1.0,38.3,124.8,3.3,0.5,68.8,281.4,4.1,7.9,7.2,1.5,16.6,5.1,45.9,0.6,1.9,2.5
2,2013,East Carolina,Florida Atlantic,1,9,13,40.2,30.5,43.5,70.3,328.1,2.6,35.6,140.1,3.9,2.4,79.1,468.2,5.9,16.5,8.1,2.0,26.6,5.3,44.9,0.5,0.8,1.2,49,13,24.8,23.4,39.5,59.1,252.1,1.8,35.8,116.7,3.3,0.9,75.3,368.8,4.9,11.8,7.5,1.2,20.5,5.2,46.8,0.5,1.4,1.8,78,12,26.4,16.3,29.4,55.5,197.9,1.3,41.6,182.5,4.4,1.8,71.0,380.4,5.4,8.9,8.8,1.7,19.4,4.8,40.5,0.8,0.9,1.8,25,12,22.3,13.5,28.7,47.1,160.7,0.9,38.0,166.4,4.4,1.5,66.7,327.1,4.9,7.9,7.9,1.2,17.0,5.2,44.8,0.5,1.1,1.6
2,2013,Boston College,Wake Forest,1,70,13,27.7,12.6,20.6,61.2,154.8,1.3,40.2,212.5,5.3,1.8,60.8,367.2,6.0,6.9,8.5,0.9,16.3,3.6,30.7,0.7,0.6,1.3,78,13,28.9,21.8,32.5,66.9,268.3,2.0,39.8,159.9,4.0,1.5,72.4,428.2,5.9,11.6,9.0,0.8,21.5,4.8,41.8,0.8,0.7,1.5,116,12,18.3,18.3,34.5,52.9,196.6,1.2,32.3,94.2,2.9,0.9,66.8,290.8,4.4,8.8,6.6,1.2,16.6,5.9,49.7,0.8,1.2,1.9,38,12,24.1,21.8,34.8,62.8,223.0,1.7,38.4,143.2,3.7,1.1,73.2,366.2,5.0,9.4,8.3,1.6,19.3,4.8,37.8,0.7,1.0,1.7
2,2013,Florida International,UCF,0,124,12,9.8,12.8,24.4,52.2,142.8,0.7,37.1,79.7,2.1,0.4,61.5,222.4,3.6,6.1,5.8,1.2,13.1,4.8,41.2,0.8,0.8,1.7,112,12,37.0,17.2,26.4,65.0,224.3,2.3,38.9,205.4,5.3,2.2,65.3,429.7,6.6,9.3,10.0,2.1,21.3,4.8,43.3,0.5,0.6,1.1,30,13,34.6,20.7,31.1,66.6,281.6,2.0,36.2,159.9,4.4,2.2,67.3,441.5,6.6,11.8,8.8,1.8,22.4,4.8,41.6,0.8,0.8,1.6,17,13,21.3,20.9,36.8,56.8,239.5,1.0,30.8,122.5,4.0,1.6,67.6,362.0,5.4,10.7,6.8,1.6,19.1,7.1,57.3,0.9,1.1,2.0
2,2013,UNLV,Arizona,0,57,13,29.9,23.0,37.2,61.9,238.8,2.1,39.0,172.5,4.4,1.9,76.2,411.4,5.4,12.0,10.3,1.4,23.7,3.5,31.2,0.4,0.8,1.2,95,13,31.8,17.2,32.6,52.8,217.7,1.6,42.9,215.5,5.0,2.2,75.5,433.2,5.7,10.4,10.7,0.8,21.8,6.1,49.8,0.7,0.8,1.5,35,13,33.5,17.9,29.5,60.8,193.5,1.2,49.8,264.9,5.3,2.8,79.2,458.5,5.8,8.9,13.5,1.5,23.9,4.0,36.8,0.7,0.5,1.2,39,13,24.2,20.7,35.4,58.5,233.2,1.5,40.8,167.8,4.1,1.4,76.2,401.1,5.3,10.7,9.4,1.2,21.2,5.8,55.8,0.3,1.4,1.7
2,2013,Auburn,Arkansas State,1,12,14,39.5,12.4,20.4,60.7,173.0,1.4,52.0,328.4,6.3,3.4,72.4,501.4,6.9,6.4,16.4,1.1,23.9,5.0,40.6,0.8,0.6,1.4,46,14,24.7,20.4,35.3,57.9,258.6,1.4,35.4,162.1,4.6,1.4,70.6,420.7,6.0,10.9,8.3,1.4,20.6,5.7,42.9,0.4,0.9,1.4,65,13,29.2,19.6,28.3,69.3,202.1,1.1,44.5,205.7,4.6,2.4,72.8,407.8,5.6,9.0,11.3,0.8,21.2,7.2,70.7,0.5,0.5,1.1,57,13,26.2,18.4,33.3,55.2,232.9,1.5,38.1,180.8,4.7,1.7,71.4,413.8,5.8,9.6,9.3,1.8,20.7,5.4,43.5,0.8,0.7,1.5
2,2013,Ball State,Army,1,15,13,38.5,24.8,39.2,63.3,324.2,2.7,34.6,152.7,4.4,2.2,73.8,476.8,6.5,15.8,7.0,2.5,25.2,3.8,31.1,0.8,0.6,1.5,47,13,24.7,20.4,33.3,61.2,218.5,1.1,40.9,195.3,4.8,1.7,74.2,413.8,5.6,9.9,10.4,1.2,21.5,7.6,64.7,1.4,1.0,2.4,92,12,24.4,6.3,12.8,48.7,77.6,0.3,57.8,309.8,5.4,2.8,70.6,387.3,5.5,2.9,16.5,1.5,20.9,3.8,32.1,1.1,0.3,1.4,92,12,31.6,12.9,20.9,61.8,197.5,1.6,41.8,213.3,5.1,2.4,62.8,410.8,6.5,8.3,10.5,0.8,19.6,5.5,47.3,0.8,0.6,1.4
2,2013,Baylor,Buffalo,1,1,13,52.4,21.3,34.5,61.8,359.1,2.7,48.2,259.7,5.4,3.6,82.6,618.8,7.5,13.8,13.4,1.5,28.6,9.2,82.6,0.8,0.5,1.2,36,13,23.5,16.3,33.8,48.2,214.9,1.8,42.0,145.4,3.5,1.2,75.8,360.3,4.8,8.4,7.5,2.7,18.6,6.2,54.4,0.8,1.5,2.2,54,13,30.3,18.7,32.8,56.9,227.3,1.9,41.4,167.4,4.0,1.6,74.2,394.7,5.3,10.1,9.0,2.2,21.2,5.9,61.4,0.5,0.6,1.2,40,13,24.4,15.2,29.2,52.0,216.2,1.2,39.3,166.6,4.2,1.8,68.5,382.8,5.6,9.0,8.3,1.6,18.9,6.9,61.9,1.2,1.2,2.3
2,2013,Kent State,Bowling Green State,0,104,12,20.8,17.4,30.3,57.6,186.5,1.2,36.2,182.4,5.0,1.3,66.4,368.9,5.6,9.0,8.4,1.5,18.9,6.2,53.4,0.7,0.8,1.4,68,12,26.9,14.7,27.0,54.3,211.1,1.6,40.8,198.8,4.9,1.8,67.8,409.9,6.1,8.9,11.3,1.3,21.6,6.1,53.5,0.3,0.8,1.1,27,14,34.8,18.2,28.9,63.1,266.1,1.9,41.4,193.4,4.7,2.1,70.2,459.4,6.5,12.0,10.0,1.1,23.1,5.2,44.1,0.3,0.5,0.8,5,14,15.9,16.6,30.1,55.0,170.9,0.8,33.4,150.6,4.5,1.1,63.6,321.4,5.1,8.4,7.4,1.4,17.2,4.8,37.3,0.9,0.6,1.5
2,2013,Brigham Young,Texas,1,69,12,27.8,18.8,35.3,53.1,232.1,1.4,51.5,254.5,4.9,1.6,86.8,486.6,5.6,11.3,12.3,1.6,25.3,7.8,66.3,0.6,0.9,1.5,28,12,22.8,21.2,36.1,58.7,226.5,1.5,41.4,160.0,3.9,0.9,77.5,386.5,5.0,10.5,7.7,1.9,20.0,5.7,43.0,0.7,1.0,1.7,64,13,29.3,18.9,33.2,57.1,212.5,1.4,44.2,196.2,4.4,1.9,77.3,408.7,5.3,8.8,9.9,2.3,21.0,5.2,45.9,0.5,1.2,1.7,56,13,25.8,18.3,32.2,56.8,224.2,1.0,42.1,183.1,4.4,1.6,74.3,407.2,5.5,9.8,10.1,1.2,21.2,7.6,68.0,1.2,0.8,2.0
2,2013,Memphis,Duke,0,111,11,19.4,17.4,30.8,56.3,171.7,0.7,36.3,137.0,3.8,1.1,67.1,308.7,4.6,8.5,7.5,1.7,17.7,7.3,67.2,1.3,0.9,2.2,61,11,26.3,23.4,37.9,61.6,266.4,1.6,34.5,112.0,3.3,1.5,72.4,378.4,5.2,12.1,7.3,2.0,21.4,6.0,53.2,0.5,0.9,1.5,40,14,32.8,21.3,33.7,63.1,248.1,1.9,38.9,178.0,4.6,2.0,72.6,426.1,5.9,10.8,9.9,0.6,21.3,4.6,40.7,0.4,1.4,1.8,65,14,26.6,18.9,32.9,57.4,243.9,1.8,40.9,174.1,4.3,1.2,73.8,418.0,5.7,10.7,10.1,1.4,22.2,6.1,53.6,0.6,1.3,1.9
2,2013,Georgia,South Carolina,1,22,12,36.0,21.9,34.8,63.1,303.7,2.3,38.0,173.5,4.6,1.9,72.8,477.2,6.6,13.7,9.2,1.9,24.8,6.3,47.1,0.8,0.8,1.6,89,12,30.9,16.6,28.6,58.0,227.9,1.5,40.7,157.8,3.9,2.1,69.3,385.8,5.6,9.6,8.3,1.8,19.6,6.0,46.6,0.6,0.5,1.1,31,13,34.1,18.4,29.5,62.4,253.8,2.3,41.3,198.5,4.8,2.1,70.8,452.3,6.4,11.2,10.3,0.9,22.4,5.3,41.8,1.0,0.3,1.3,12,13,20.3,17.0,28.4,59.9,196.2,1.2,35.7,153.8,4.3,1.2,64.1,350.0,5.5,7.9,8.2,1.5,17.5,4.8,33.9,0.9,1.4,2.3
2,2013,Temple,Houston,0,88,12,24.9,19.6,34.8,56.2,249.7,1.9,35.2,149.3,4.2,1.4,70.0,399.0,5.7,9.8,9.8,1.3,20.8,6.4,53.4,0.8,0.9,1.7,82,12,29.8,23.2,35.9,64.5,298.6,2.0,38.2,175.7,4.6,1.4,74.1,474.3,6.4,12.7,9.0,2.3,23.9,7.5,67.5,0.8,0.3,1.1,37,13,33.2,23.0,39.8,57.7,280.5,2.3,33.5,139.0,4.2,1.5,73.3,419.5,5.7,11.5,7.7,2.5,21.7,7.5,67.8,0.6,0.8,1.4,20,13,21.8,22.9,37.9,60.4,266.8,1.2,41.6,149.0,3.6,1.4,79.5,415.8,5.2,11.5,9.2,1.6,22.3,7.9,68.0,1.4,1.9,3.3
2,2013,Illinois,Cincinnati,1,59,12,29.7,25.2,37.9,66.4,287.7,1.9,34.3,139.0,4.1,1.7,72.2,426.7,5.9,12.8,9.5,1.7,24.0,5.8,46.9,0.6,1.2,1.8,105,12,35.4,19.3,29.5,65.3,242.9,2.1,42.8,238.6,5.6,2.4,72.3,481.5,6.7,10.9,11.1,1.7,23.7,6.8,57.1,0.7,0.3,0.9,47,13,32.1,23.9,36.1,66.3,303.6,2.2,39.7,168.5,4.2,2.2,75.8,472.1,6.2,13.5,9.5,1.2,24.2,6.2,57.8,0.8,1.3,2.2,14,13,21.0,19.5,33.7,58.0,211.2,1.2,32.5,104.5,3.2,0.9,66.2,315.6,4.8,10.1,6.2,1.5,17.7,6.3,52.2,0.6,1.0,1.6
2,2013,Kansas State,Louisiana,1,38,13,33.2,15.2,24.2,62.7,224.7,1.7,39.5,178.0,4.5,2.2,63.7,402.7,6.3,9.8,9.0,1.1,19.9,5.1,45.0,0.9,1.0,1.9,31,13,22.9,21.3,35.2,60.5,219.8,1.0,35.5,139.2,3.9,1.5,70.7,358.9,5.1,9.8,8.4,1.0,19.2,5.1,38.1,0.6,1.3,1.9,33,13,33.8,15.1,24.5,61.4,212.2,1.6,43.4,204.5,4.7,2.5,67.9,416.8,6.1,9.5,11.0,1.2,21.8,5.2,50.3,0.6,1.1,1.7,63,13,26.5,19.2,31.8,60.4,242.8,1.3,36.5,150.7,4.1,1.5,68.3,393.5,5.8,10.7,8.2,1.5,20.4,5.3,48.2,0.7,1.1,1.8
2,2013,Kentucky,Miami (OH),1,107,12,20.5,17.0,28.6,59.5,193.4,1.2,35.9,147.9,4.1,1.3,64.5,341.3,5.3,7.8,8.3,1.6,17.7,5.8,49.4,0.8,0.5,1.3,90,12,31.2,18.4,28.0,65.8,229.8,1.8,40.3,197.3,4.9,2.2,68.3,427.2,6.3,9.8,10.2,1.4,21.3,5.9,50.3,1.0,0.3,1.3,125,12,9.8,10.9,23.8,45.8,124.3,0.7,37.6,101.6,2.7,0.4,61.4,225.8,3.7,5.7,6.3,1.1,13.0,4.3,34.2,0.8,0.9,1.8,107,12,35.7,21.2,32.3,65.6,260.9,2.4,44.0,223.3,5.1,1.9,76.3,484.3,6.4,12.1,12.9,0.8,25.8,5.1,48.8,0.8,0.8,1.6
2,2013,LSU,UAB,1,23,13,35.8,15.8,25.1,62.9,251.0,1.8,40.2,202.3,5.0,2.8,65.3,453.3,6.9,11.2,9.3,1.5,22.1,6.9,56.3,0.8,0.7,1.5,21,13,22.0,17.2,30.6,56.0,197.5,1.2,36.5,143.2,3.9,1.2,67.1,340.7,5.1,9.5,7.9,1.5,18.9,5.3,40.8,0.6,0.8,1.5,80,12,26.3,15.4,29.4,52.4,214.8,1.6,38.0,178.6,4.7,1.4,67.4,393.4,5.8,9.2,9.6,1.3,20.0,6.0,48.8,0.9,0.8,1.7,121,12,43.8,19.3,29.6,65.4,276.5,2.7,39.5,221.3,5.6,2.9,69.1,497.8,7.2,11.1,11.2,2.3,24.6,4.8,43.3,0.6,0.6,1.2
2,2013,Miami (FL),Florida,1,34,13,33.8,17.4,29.5,58.9,265.5,1.9,33.5,160.3,4.8,1.9,63.1,425.8,6.8,9.7,7.8,1.5,19.0,5.5,44.8,0.6,1.1,1.7,66,13,26.8,20.5,34.0,60.2,249.8,1.2,40.2,176.5,4.4,2.0,74.2,426.4,5.8,11.8,9.5,0.8,22.1,6.2,45.8,0.7,1.4,2.1,114,12,18.8,16.6,25.9,64.0,170.9,0.9,40.2,145.8,3.6,1.2,66.1,316.7,4.8,7.8,8.7,1.3,17.8,7.4,59.3,0.9,0.8,1.7,15,12,21.1,13.3,26.6,49.8,171.8,0.8,32.8,142.4,4.3,1.4,59.3,314.3,5.3,6.9,7.3,1.9,16.1,5.3,45.4,0.7,0.8,1.5
2,2013,Michigan,Notre Dame,1,46,13,32.2,18.2,30.4,60.0,247.8,1.6,38.3,125.7,3.3,2.1,68.7,373.5,5.4,11.4,7.7,1.3,20.4,4.2,34.5,0.6,1.0,1.6,67,13,26.8,18.7,33.4,56.0,231.3,1.8,36.8,140.2,3.8,1.1,70.2,371.5,5.3,10.6,8.3,0.7,19.6,4.8,40.2,0.7,1.3,2.0,74,13,27.2,17.4,33.0,52.7,254.8,2.1,33.8,150.6,4.5,0.9,66.8,405.5,6.1,11.5,7.3,1.8,20.5,5.6,46.0,0.3,1.0,1.3,26,13,22.4,18.5,31.4,58.8,198.2,1.5,40.2,168.0,4.2,1.0,71.5,366.2,5.1,9.8,10.0,1.8,21.5,5.4,49.8,0.3,1.0,1.3
2,2013,Michigan State,South Florida,1,62,14,29.4,17.7,30.7,57.7,211.7,1.6,40.6,173.8,4.3,1.6,71.4,385.5,5.4,10.1,9.4,1.4,20.9,5.4,50.4,0.6,0.5,1.1,3,14,13.2,15.2,32.0,47.5,165.6,0.9,30.4,86.3,2.8,0.6,62.4,251.9,4.0,7.9,4.6,1.9,14.3,5.1,46.1,0.8,1.2,2.0,122,12,13.8,13.8,29.8,46.5,166.8,0.6,29.8,89.6,3.0,0.3,59.6,256.4,4.3,7.4,4.0,1.4,12.8,8.5,72.7,1.0,1.3,2.3,76,12,28.6,17.9,28.5,62.9,211.0,1.6,36.3,139.8,3.9,1.3,64.8,350.8,5.4,9.5,8.3,2.0,19.8,6.1,54.8,1.2,0.9,2.1
2,2013,New Mexico State,Minnesota,0,110,11,19.7,21.9,34.2,64.1,240.9,1.5,36.3,135.6,3.7,1.1,70.5,376.5,5.3,10.5,7.5,0.9,19.0,4.0,35.9,1.1,1.0,2.1,124,11,46.0,16.8,26.3,64.0,233.8,1.6,45.5,313.5,6.9,4.0,71.7,547.3,7.6,9.5,14.2,0.8,24.5,5.1,50.0,0.8,0.8,1.6,84,13,25.7,10.5,20.5,51.3,148.1,0.9,45.1,195.2,4.3,1.8,65.6,343.3,5.2,7.2,10.3,0.8,18.3,4.4,36.1,0.7,0.5,1.2,24,13,22.2,19.0,31.2,61.0,215.1,1.2,34.8,158.2,4.5,1.5,66.0,373.2,5.7,9.5,8.3,1.1,18.8,3.4,29.4,0.7,0.8,1.5
2,2013,Missouri,Toledo,1,13,14,39.1,19.1,32.4,58.8,252.9,2.2,42.0,237.9,5.7,2.5,74.4,490.7,6.6,11.1,11.4,1.9,24.5,5.1,38.8,0.6,0.6,1.1,34,14,23.1,25.4,40.5,62.8,264.9,1.3,36.6,152.9,4.2,1.4,77.1,417.9,5.4,11.4,8.6,1.2,21.2,7.4,55.6,0.9,1.4,2.3,39,12,33.0,17.8,30.1,59.0,206.8,1.6,40.2,240.6,6.0,2.2,70.3,447.3,6.4,9.1,12.4,1.3,22.8,5.8,51.6,0.5,0.8,1.3,77,12,28.6,18.3,30.0,60.8,251.3,1.4,42.5,170.4,4.0,2.3,72.5,421.8,5.8,12.1,9.7,1.6,23.3,4.9,37.8,1.0,0.7,1.7
